"ï»¿web-scraper-order","web-scraper-start-url","Ulasan","label"
"1700618869-72","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamarnya pas banget buat backpackeran kesini cuma buat transit kamarnya nyaman dan juga harga nya murah tersedia paket buat transit juga ' deket banget sama stasiun gubeng cuma lima menit pake grab car","positif"
"1700618869-73","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar bagus simple dan ada fasilitas kolam renang, lobby nya bagus keren ada lounge juga nih di loby hehehe apa lagi ada alfamart berasa lengkap semua di hotel terimakasi mas ade sudah di bantu next bakal kesini lagi","positif"
"1700618869-74","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","menginal satu malam untuk liburan di Surabaya. sudah beberapa kali nginap di hotel ini. recomend fasilitas lengkap bisa pakak kolam renang, kamar bersih, nyaman dan pelayanan ramah. untuk harga juga cukup bersaing karena lokasinya bagus.","positif"
"1700618869-75","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanannya sangat memuaskan tapi sayang untuk AC nggak bisa dikecilkan dan untuk WIFI lemot nggak bisa di akses, pelayanan hari pertama kurang memuaskan untuk cek in nya dan mekanisme kegiatanya tidak terstruktur","negatif"
"1700618869-76","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Untuk hotel yang minim budget sangat memuaskan dari pelayanannya, fasilitasnya dan suasan di hotelnya hanya saja ada renovasi, saran saja perlu di perbaiki untuk jet shower kamar saya karena airnya keluar sangat sedikit","positif"
"1700618869-77","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Yang saya rasakan menginap disini adalah tempat yang nyaman bersih,disambut dengan lobby yang sangat bagus dan estetik membuat kita saat foto lebih cantik dan Instagramable,untuk kamar oke lah,dan untuk lainnya sudah baik bisa lebih ditingkatkan lagi","positif"
"1700618869-78","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Liburan dengan budget yang sangat murah meriah bisa stay di pop gubeng, dengan fasilitas yang super lengkap wifi lancar kebersihannya terjamin juga petugasnya sangat membantu sekali, kolam renangnya pun ada","positif"
"1700618869-79","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar yg nyaman dengan harga affordable, pelayanan memuaskan, makanan juga enak. Lobby nya mewah dan nyaman. Paling pas untuk staycation... Hotel yg bakal bikin balik lagi untuk kapan pun urusan nya ðŸ˜Ž ðŸ‘ðŸ»","positif"
"1700618869-80","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanannya sangat baik, ada kendalan dengan cekatan diperbaiki, kamar tidur nyaman dan sesuai request, anak2 sangat senang karena bisa berenang juga, pokoknya hotel ini menjadi hotel utama ketika ke surabaya","positif"
"1700618869-81","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sangat sangat memuaskan luas kamar pas harga affordable dan terutama dekat mana mana jadi aksesnya sangat mudah xixiix kamarr nya juga dingin tidak ada kendala staffnya juga helpfull dan sumringah banget","positif"
"1700618869-82","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotelnya strategis, gampang dijangkau. Kamar nyaman, bathroom bersih. Cocok buat staycation family. Nyaman banget. Kebetulan keluarga sy ada keperluan daerah dr.soetomo, jadi sangat deket kalau menginap di hotel pop","positif"
"1700618869-83","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Menginap di hotel harris pop gubeng surabaya adalah kesan pertama menginap dihotel berbintang 4 yang sangat nyaan dan bersih,kfasilitas yang lebgkp,menu breakfastv yng bervariasi membuat kita tidak bosen untuk menikmatinya.","positif"
"1700618869-84","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel yg bagus dan nyaman bgt untuk istirahat,,saya dapat kamar lantai paling atas dengan view kota surabaya yg indah bgt.kolam renangnya juga bersih.. sarapannya enak, bervariasi dan lengkap. tadi nya pengen extend kamar lg disini, tp kamarnya udah full book,jd g bisa deeehâ˜ºï¸ next time klo perjalanan akan nginap disini lagi deh..","positif"
"1700618869-85","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","hotel budget yang berada di tengah kota enak nih kalau mau kemana mana karena lokasi yang sangat strategis di bantu chek out dan pesankan taksi sama reception yang ramah ramah makasi ya kak adeâ€¦ see you","positif"
"1700618869-86","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel ini sangat nyaman untuk staycation, fasilitas lengkap, kamar nyaman, petugas hotel sangat ramah dan yang pasti untuk area nya dekat kemana mana, pop gubeng the best pokok nya...next pasti kesini lagi untuk liburan","positif"
"1700618869-87","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Istirahat kerja kali ini memilih pop hotel dengan harga yang sangat terjangkau dan untuk fasilitasnya lengkap ada kolam renang di harris nya, untuk room service juga bisa pesan dari kamar, recommended deh","positif"
"1700618869-88","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kali kedua kesini kamar tidak ada kendala sama sekali acnya ok berfungsi dengan baik semua untuk harganya pas lokasi juga strategis tengahtengah kota mudah dijangkau staff staffnya juga membantu dn ramah","positif"
"1700618869-89","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop gubeng salah satu hotel favorite ketika berkunjung ke Surabaya, pelayanan dari check in sampai check out sangat memuaskan, fasilitas dan makanan pun juga lengkap.... Great job pop gubeng keep it up","positif"
"1700618869-90","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar agak kurang bersih, mungkin karna hotel sudsh 8 tahunan jadi sudah waktunya renovasi sama ac kurang dingin. Untuk prlayanan staff sangat ramah resepsionis ramah pelayanan cepat. Fasilitas kolam renang oke","positif"
"1700618869-91","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","makanan nya enakk sambel bangkokny juga enak, untuk kamar bersih,nyaman, tidak ada compalintnan apapun, untuk receptionist informative,,,, untuk kamar mandinya sempittt,,,,,,,, mungkinn dalam waktu dekat ingin menginap disini lagi","positif"
"1700618869-92","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Staycation bareng teman teman sekolah dulu di pop hotel gubeng yang menyenangkan selain harga sangat terjangkau untuk fasilitas nya ikut harris bintang 4 jadi menambah kenyamanannya dan untuk breakfast banyak variasinya","positif"
"1700618869-93","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel budget yang paling bagus menurut saya, karena selain di tengah kota harga juga terjangkau, kebetulan saya dengan breakfast ternyata breakfastnya di harris jadi menambah kenyamanan saya dan istri","positif"
"1700618869-94","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kunjungan yang mengesankan di surabaya ini, hotel nya juga nyaman di tengah kota dan untuk petugasnya juga baik membantu, makan breakfastnya pun di harris sudah tidak nasi kotak lagi, jadi menambah kenyamanan menginap","positif"
"1700618869-95","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar tidak ada kendala .. Nyaman cukup bersih.. Fasilitas free kolam renang Harris karna jadi satu combo hotel. Banyak tempat jajanan. Dekat dengan stasiun dan tempat pelatihan. Semua baik pelayanan reception raman thanks check out with kak eva","positif"
"1700618869-96","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop hotel dengan pelayanan baik dan ramah setiap ketemu selalu disapa makanan enak sekali fasilitasnya juga banyak baik digunakan mulai kolam renang spanya sangat terbaik harus lebih ditingkahkan agar lebih baik","positif"
"1700618869-97","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","pelayanan memuaskan fasilitas bagus, untuk breakdastnya enak, air panasnya menyala, ruangan cukup besar, ball roomnya cukup cukup luas, parkirannya cukup luas juga tidak ada kendala saat coba untuk parkir","positif"
"1700618869-98","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","berlibur kesurabaya saya menginap di pop hotel gubeng, ini bukan kali pertama sih sebenarnya tapi kali ketiga saya, pelayanan sangat ramah , receptionist sangat helpfull dan selalu menyapa, wifi dikamar bagus, kamar bersih dan bisa join berenang ke harris poolnya .","positif"
"1700618869-99","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar bagus dan nyaman sekali, pelayanan oke semua staff staff nya dan helpfull banget, wifi cepat dan menu breakfast juga enak , terimakasih pop gubeng , pasti next staycation saya mampir ke pop hotel gubeng lagi","positif"
"1700618869-100","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel pop sangat bagus menurut saya untuj staycation yang low budget, harga murah tapi pelayanan sangat bagus dan kamarnya juga bersih, dan di pop gubeng ini bisa akses ke pool nya lo jadi enak heheheeheh terimakasih mas andik sudah membantu check in dan check out saya","positif"
"1700618869-101","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","lokasi nya sangat pas di tengah kota kamar bersih dan juga tidak ada kendala check in check out dengan proses yang mudah tanpa kendala juga pelayanan nya sangat friendly dan helpfull dari staffnyaa xixi","positif"
"1700618869-102","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","POP Hotel selalu jadi pilihan saat berkunjung di Surabaya... Tidak ada kendala semua oke. Hotel bagus.. Fasilitas ada kolam renang juga. Pelayanan ramah,,, bagus,,, reception Gercep cekatan dan membantu. Thanks kakak eva dan POP hotel gubeng","positif"
"1700618869-103","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","liburan bareng teman kuliah di surabaya yang menyenangkan , dari harganya yang sangat terjangkau untuk kami anak kuliah juga fasilitas lengkap ada kolam renang di harris, untuk kamarnya juga sekelas hotel budget bersih.","positif"
"1700618869-104","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Air panasnya cepet berfungsi, kasur + bantalnya empuk sangat coy. Kamar lantai atas juga enak bisa ngeliat pemandangan kota. Kamar bersih dan nyaman lah intinya. Lokasi juga ga jauh dari stasiun ataupun berbagai destinasi wisata Kota Surabaya.","positif"
"1700618869-105","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop hotel gubeng memang bagus dan bersih sekali kamarnya , saya sellu memilih pop hotel kalo perjalanan bisnis , dan ini kali pertama menginap di pop hotel gubeng, semua staff sangat friendly dan helpfull, untuk brekafast lumayan enak. Terimakasih mas andik sudah membantu dengan cept dan ramah","positif"
"1700618869-106","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kebersihan kamar cukup bersih baru pertama kali kunjungan, check-in dan check out juga cepat pelayanan nya sangat ramah dan membantu dibantu cari transportasi untuk ke oleh oleh juga kemarin sama resepsionis nya","positif"
"1700618869-107","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar bersih Ac dingin  Fasilitas wifi strong  Makan di Harris beragam, petugas ramah  Renang : awalnya di halangi sama security krn gerimis dg alasan keamanan, stlh menunggu 15 menit baru diijinkan. Pelayanan mantapp","positif"
"1700618869-108","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kebersihan kamar sudah baik tapi kemarin ada sedikit kendala bocor dari atap karena hujan lebat banget tapi ga terlalu parah bisa diatasi dengan keset untuk pelayanan dan selebihnya sudah cukup baikkk","negatif"
"1700618869-109","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","kamar yang sangat nyaman  kamarnya juga bersih sekali dan sanagat memuaskan rekomendasi sekali untuk menginap dengan teman ataupun keluarga fasilitasnya juga sangat lengkap ada kolam renang dan fitnes","positif"
"1700618869-110","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel budget yang sangat murah di kantong sekali untuk sekelas ini yang fasilitasnya jadi satu dengan hotel harris, makannya pun di lantai 17 jadi bisa lihat pemandangan kota surabaya, pelayanannya juga baik menurut saya","positif"
"1700618869-111","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pengalaman trip ke surabaya yang sangat menarik , harga nya sangat terjangkau dekat stasiun gubeng, pelayanan nya juga baik, wifinya agak sedikit lama loading nya suka hilang sinyalnya tapi untuk yang lain sudah baik","positif"
"1700618869-112","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel dengan harga terjangkau, pelayanan sudah baik menurut saya sangat membantu, kamar sekelas hotel budget dan untuk wifinya agak sering lambat untuk koneksinya tapi untuk yang lainnya sudah baik cukup di pertahankan.","positif"
"1700618869-113","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamarnya bersih, wangi, tenang n menyenangkan utk me time di sini Deket jg sm rsud sutomo jd mngkn yang mau staycation sekaligus berobat bs pilih pop hotel gubeng, strategis tempatnya n mudah ngemall jg","positif"
"1700618869-114","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop hotel pilihan yang nyaman untuk saya yang hanya transit ujian di surabaya, kkarena tempatnya strategis dan pelayanan nya baik, makannya enak sekali jadi recommended banget kalau untuk yang low budget","positif"
"1700618869-115","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kali ini saya dan teman berkunjung ke surabaya.  Karena ada urusan pekerjaan sehingga saya cari hotel yang low budged.   Sambil cari caro akhirnya kita coba pop hotel.  Kamar lumayan unik kamar mandi capsule buka kaca yg bikin seru bisa berenang di kolam renang harrris hotel.  Lokasi juga strategis.  Dekat dengan mall maupun mau cari makanan sangat mudah.  Sangat rekomen","positif"
"1700618869-116","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Bersih, wangi, nyaman banget stay disini. staff nya juga ramah-ramah. untuk lokasi sangat dekat dengan stasiun gubeng jadi memudahkan sayapulang ke solo. dikasih permen happy valentine sama mas ramzy. terimakasiih","positif"
"1700618869-117","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamarnya unik, di dalam hotel tersedia atm, alfa express dan toko kopi yang sangat membantu memenuhi kebutuhan. Letak hotel tidak jauh dari tempat wisata. Recommended dan worth the price dengan fasilitas yang baik","positif"
